GEOIDNUM,EM_CNTEST,EM_CNTMOE,EM_CLASS,EM_SCORE,IPD_SCORE,STATEFP10,COUNTYFP10,NAME10,EM_PCTEST,EM_PCTMOE,EM_PCTILE
34005700407.00000000000,983,334,above average,3,20,34,005,7004.07,0.186,0,0.880
34005700408.00000000000,241,108,average,2,18,34,005,7004.08,0.124,0,0.820
34005981802.00000000000,286,128,above average,3,11,34,005,9818.02,0.174,0,0.870
34005982111.00000000000,178,94,average,2,13,34,005,9821.11,0.149,0,0.850
34005704700.00000000000,263,95,average,2,14,34,005,7047,0.071,0,0.670
34007601900.00000000000,1114,373,well above average,4,27,34,007,6019,0.366,0,0.950
34007601700.00000000000,1007,238,well above average,4,27,34,007,6017,0.308,0,0.930
34007603504.00000000000,184,109,average,2,19,34,007,6035.04,0.069,0,0.660
34007602000.00000000000,2213,483,well above average,4,27,34,007,6020,0.334,0,0.940
34007609103.00000000000,277,113,average,2,16,34,007,6091.03,0.052,0,0.540
34007605300.00000000000,138,71,average,2,15,34,007,6053,0.071,0,0.670
34007600800.00000000000,3656,638,well above average,4,29,34,007,6008,0.716,0,0.990
34007600200.00000000000,635,230,well above average,4,25,34,007,6002,0.355,0,0.940
34007608600.00000000000,656,251,average,2,17,34,007,6086,0.133,0,0.830
34007602902.00000000000,802,255,above average,3,20,34,007,6029.02,0.252,0,0.910
34007608402.00000000000,39,34,below average,1,14,34,007,6084.02,0.010,0,0.100
34007601800.00000000000,532,245,well above average,4,25,34,007,6018,0.382,0,0.950
34007603901.00000000000,145,99,average,2,14,34,007,6039.01,0.028,0,0.310
34007607802.00000000000,234,121,average,2,17,34,007,6078.02,0.108,0,0.790
